word
Sessel
Sicherheit
Sieger
Siegerin
Sitz
Sorge
Souvenir
Spaziergang
Spezialistin
Spieler
Spielplatz
Spielzeug
Sportart
Sportler
Sprechstunde
Spur
Start
Statistik
Stecker
Stempel
Steuer
Stewardess
Stiefel
Stiegenhaus
Stil
Stimme
Stimmung
Strafe
Streik
Strom
Studentin
Studie
Studierende
Studio
Stufe
Stuhl
Sturm
Störung
Stück
Suchtmittel
Supermarkt
Sängerin
Tabelle
Tablette
Tagesablauf
Tal
Tante
Taschentuch
Tastatur
Tat
Tatsache
Teilnahme
Teilnehmer
Teilnehmerin
Teller
Temperatur
Terminkalender
Terrasse
Tier
Tierpark
Tipp
Topf
Tote
Tourismus
Tram
Traum
Trennung
Tuch
Typ
Täter
Tür
Tüte
Ufer
Umweltverschmutzung
Unterhaltung
Unterkunft
Unternehmer
Urkunde
Vase
Velo
Verabredung
Verbrecher
Verdacht
Vergangenheit
Vergnügen
Verhalten
Verkehrsmittel
Verletzung
Vermieterin
Vermietung
Vermittlung
Versicherung
Verständnis
Versuch
Vertreter
Vertreterin
Vertretung
Virus
Visitenkarte
Visum
Vitamin
Vollzeit
Vorfahrt
Vorort
Vorschlag
Vorschrift
Vorstellung
Vorteil
Vorwurf
Wahl
Wahrheit
Wand
Wanderung
Ware
Weiterbildung
Wiederholung
Wiese
Wirklichkeit
Wirkung
Wirt
Wirtin
Wissenschaftlerin
Wohnort
Wunde
Wunder
Wärme
Wörterbuch
Zahl
Zahlung
Zahn
Zahncreme
Zange
Zeichen
Zeichnung
Zeile
Zelt
Ziel
Zivilstand
Zone
Zufall
Zugang
Zuhörer
Zuhörerin
Zusammenarbeit
Zuschauerin
Zutat
Zweifel
Zünder
Zündholz
abhängig
abnehmen
abonnieren
abstimmen
achten
akzeptieren
allerdings
amüsieren
analysieren
andererseits
anfangs
anhaben
annehmen
anschließen
anstellen
anstrengen
anwesend
anzeigen
atmen
aufhalten
aufladen
auftreten
aufwachen
auseinander
ausrichten
ausruhen
außer
beachten
beeinflussen
befinden
begegnen
begrüßen
behandeln
beißen
beleidigen
bemerken
bemühen
beobachten
beraten
berechnen
bereit
bereits
beruflich
beschränken
beschädigen
beschäftigen
besorgen
besprechen
beteiligen
bieten
biologisch
bisher
blass
blind
buchen
dafür
darüber
dekorieren
denken
diesmal
donnern
drehen
durcheinander
durchschnittlich
duzen
eben
ebenso
eigentlich
eignen
eilen
einbrechen
einerseits
einfallen
einheitlich
einigen
einstellen
eintragen
einziehen
einzig
elegant
elektronisch
entdecken
entfernen
entgegenkommen
enthalten
entlang
entlassen
entscheiden
entspannen
entstehen
erfahren
erfordern
erfüllen
erledigen
erleichtern
ernst
ernsthaft
ersetzen
erst
erziehen
etwa
etwas
eventuell
extra
extrem
fair
fangen
feststehen
fett
finanziell
fließen
fortsetzen
fotografieren
frech
frisch
funktionieren
färbig
führen
fürchten
gar
gebrauchen
gegenüber
geheim
gelingen
gemütlich
genauso
genießen
genügen
gerecht
gering
geschehen
gesund
gewöhnen
gießen
glatt
gleichberechtigt
gleichzeitig
greifen
gründen
gründlich
hageln
halbtags
hart
heben
heim
heimlich
heizen
herausfinden
hinterher
hinterlassen
hinweisen
hochladen
hoffen
hoffentlich
hupen
hängen
häufig
höchstens
hübsch
ideal
individuell
innerhalb
installieren
integrieren
intensiv
interessant
interkulturell
irgendein
irgendwann
irren
jederzeit
jemals
kaputtmachen
kaum
klagen
kleben
klettern
klingen
klopfen
klug
klären
knapp
komplett
kontrollieren
kopieren
korrekt
kostenlos
kreativ
körperlich
landen
lassen
leiden
leihen
leiten
locker
lohnen
mager
malen
manchmal
maximal
mehrere
menschlich
minimal
miteinander
mittlerweile
mutig
möglicherweise
möglichst
mündlich
nachdenken
nachher
nah
natürlich
nebelig
neben
nebenan
negativ
nervös
neugierig
neulich
niemand
nochmals
notieren
nutzen
offen
offiziell
ordentlich
organisieren
original
parallel
passen
per
persönlich
pflanzen
pflegen
populär
privat
produzieren
protestieren
putzen
quer
rasieren
raten
reagieren
realisieren
rechnen
rechtlich
rechtzeitig
reden
regional
reich
reif
rein
relativ
sammeln
satt
schaffen
schick
schief
schießen
schneien
schreien
schweigen
schützen
selbstverständlich
senden
senkrecht
setzen
sicher
sichtbar
singen
sinken
sinnlos
sinnvoll
sogar
sogenannt
solch
sorgen
sowohl
speziell
spitz
sportlich
springen
spülen
spüren
stammen
starten
statt
stecken
"stehen bleiben"
steigen
still
stimmen
streiken
ständig
stürzen
super
surfen
süchtig
tanken
taub
technisch
testen
theoretisch
tippen
tolerant
tragen
trainieren
transportieren
traurig
treiben
trocknen
trotz
twittern
typisch
um
umso
umsonst
unentschieden
unterbrechen
unterhalten
unterlassen
unterrichten
unterschiedlich
unterstreichen
unterstützen
ursprünglich
vegetarisch
verabschieden
verbinden
verbrennen
vereinbaren
vergeblich
vergessen
vergrößern
verhindern
verlassen
verlaufen
verlieben
verlieren
vermissen
verpacken
verpflichten
verschmutzen
verschreiben
versprechen
verwandt
verwechseln
verwenden
verzeihen
verzichten
veröffentlichen
virtuell
vorbereiten
vorder
vorgestern
vorhaben
vorhin
vorkommen
vorlesen
vorläufig
vorwärts
völlig
waagerecht
wahnsinnig
wahrscheinlich
wecken
weder
weigern
weit
weltweit
wenden
wertlos
wertvoll
widersprechen
wieso
wunderschön
wurscht
zahlreich
zeigen
zelten
zerstören
zufällig
zugänglich
zumachen
zurechtkommen
zurückfahren
zurückgehen
zurückkommen
zurücklaufen
zusagen
zusammenfassen
zuschauen
zustimmen
zuverlässig
Änderung
Ärger
Ärztin
Öffentlichkeit
Übersetzer
Übersetzerin
Überstunde
Überzeugung
Übung
ähnlich
ändern
ärgerlich
ärgern
äußerlich
überhaupt
überholen
überprüfen
überqueren
üblich
übrig
